time,open,high,low,close,Fast EMA,Slow EMA,Buy Signal,Sell Signal,Buy/Sell Ribbon,Buy/Sell Ribbon,Buy more signals,Sell more signals,Volume,Volume MA
2010-07-31T07:00:00+07:00,0.065,0.06889,0.056,0.06785,0.06487859392,NaN,0,0,NaN,NaN,NaN,NaN,4022.25,NaN
2010-08-01T07:00:00+07:00,0.061,0.065,0.06,0.0611,0.06429727178,NaN,0,0,NaN,NaN,NaN,NaN,2601,NaN
2010-08-02T07:00:00+07:00,0.0625,0.0633,0.06,0.06001,0.0636376915,NaN,0,0,NaN,NaN,NaN,NaN,3599,NaN
2010-08-03T07:00:00+07:00,0.06,0.065,0.059,0.06,0.06307804666,NaN,0,0,NaN,NaN,NaN,NaN,9821.46,NaN
2010-08-04T07:00:00+07:00,0.0623,0.06231,0.057,0.057,0.06214296255,NaN,0,0,NaN,NaN,NaN,NaN,3494,NaN
2010-08-05T07:00:00+07:00,0.0581,0.061,0.058,0.061,0.06196712216,NaN,0,0,NaN,NaN,NaN,NaN,5034.07,2820.4205
2010-08-06T07:00:00+07:00,0.062,0.0624,0.0607,0.0623,0.06201833414,NaN,0,0,NaN,NaN,NaN,NaN,1395,2889.1705
2010-08-07T07:00:00+07:00,0.0608,0.0622,0.059,0.059,0.06155397504,NaN,0,0,NaN,NaN,NaN,NaN,2619,3016.37
2010-08-08T07:00:00+07:00,0.059,0.061,0.059,0.0609,0.06145336349,NaN,0,0,NaN,NaN,NaN,NaN,2201,3097.72
2010-08-09T07:00:00+07:00,0.06091,0.0735,0.0593,0.0704,0.06282976911,NaN,0,0,NaN,NaN,NaN,NaN,13631.09,3766.1745
2010-08-10T07:00:00+07:00,0.068,0.0709,0.06651,0.07,0.06393288156,NaN,0,0,NaN,NaN,NaN,NaN,1310.39,3802.944
2010-08-11T07:00:00+07:00,0.06,0.07541,0.06,0.067,0.06440474593,0.06358884615,0,0,NaN,NaN,NaN,NaN,14061.18,4398.003
2010-08-12T07:00:00+07:00,0.068,0.07,0.06141,0.07,0.06526555425,0.06406374644,0,0,NaN,NaN,NaN,NaN,2062.31,4380.9935
2010-08-13T07:00:00+07:00,0.0665,0.068,0.0645,0.0645,0.06514777667,0.06409606152,0,0,NaN,NaN,NaN,NaN,3591.77,4535.766
2010-08-14T07:00:00+07:00,0.0655,0.0695,0.0645,0.067,0.06543273411,0.06431116807,0,0,NaN,NaN,NaN,NaN,4404.2,4678.402
2010-08-15T07:00:00+07:00,0.067,0.067,0.065,0.06529,0.06541077501,0.06438367414,0,0,NaN,NaN,NaN,NaN,4462.866,4857.6953
2010-08-16T07:00:00+07:00,0.06319,0.0679,0.062,0.0655,0.06542450194,0.06446636494,0,0,NaN,NaN,NaN,NaN,10731.468,5225.5842
2010-08-17T07:00:00+07:00,0.0655,0.0769,0.06243,0.07,0.06612842471,0.06487626384,0,0,NaN,NaN,NaN,NaN,13185.74,5665.3567
2010-08-18T07:00:00+07:00,0.06999,0.0733,0.067,0.068,0.06641635937,0.0651076517,0,0,NaN,NaN,NaN,NaN,2953.975,5410.13095
2010-08-19T07:00:00+07:00,0.0675,0.0679,0.0667,0.0667,0.06645999639,0.06522560343,0,0,NaN,NaN,NaN,NaN,741.115,5296.1442
2010-08-20T07:00:00+07:00,0.0667,0.0667,0.065,0.0655,0.06631230464,0.0652459291,0,0,NaN,NaN,NaN,NaN,4199.747,5305.01905
2010-08-21T07:00:00+07:00,0.0655,0.0669,0.0644,0.0664,0.06632579623,0.06533141583,0,0,NaN,NaN,NaN,NaN,10443.86,5697.16205
2010-08-22T07:00:00+07:00,0.065,0.0664,0.0612,0.066,0.06627567374,0.06538094059,0,0,NaN,NaN,NaN,NaN,18648.972,6449.66065
2010-08-23T07:00:00+07:00,0.066,0.06689,0.063,0.06491,0.06606557008,0.0653460561,0,0,NaN,NaN,NaN,NaN,4297.49,6173.46215
2010-08-24T07:00:00+07:00,0.06491,0.0665,0.06491,0.065,0.06590163623,0.06532042231,0,0,NaN,NaN,NaN,NaN,6711.757,6334.35
2010-08-25T07:00:00+07:00,0.06499,0.0665,0.0641,0.0648,0.06573215373,0.06528187251,0,0,NaN,NaN,NaN,NaN,4228.88,6294.0905
2010-08-26T07:00:00+07:00,0.0648,0.0658,0.064,0.064,0.06546566854,0.06518691899,0,0,NaN,NaN,NaN,NaN,3870.01,6417.841
2010-08-27T07:00:00+07:00,0.064,0.065,0.063,0.065,0.06539402723,0.06517307314,0,0,NaN,NaN,NaN,NaN,9009.973,6737.38965
2010-08-28T07:00:00+07:00,0.065,0.065,0.0641,0.0646,0.06527186919,0.06513062328,0,0,NaN,NaN,NaN,NaN,6174.005,6936.0399
2010-08-29T07:00:00+07:00,0.0647,0.0648,0.064,0.064,0.06507619701,0.06504687341,0,0,NaN,NaN,NaN,NaN,3173.402,6413.1555
2010-08-30T07:00:00+07:00,0.0646,0.069,0.03211,0.06497,0.06505985901,0.06504117908,0,0,NaN,NaN,NaN,NaN,34193.138,8057.2929
2010-08-31T07:00:00+07:00,0.06411,0.0649,0.06,0.06,0.06428141916,0.06466775841,0,0,NaN,NaN,NaN,NaN,14886.907,8098.57925
2010-09-01T07:00:00+07:00,0.062,0.0629,0.05961,0.0629,0.06406889314,0.06453681334,0,0,NaN,NaN,NaN,NaN,7164.722,8353.69985
2010-09-02T07:00:00+07:00,0.061,0.0634,0.0601,0.0634,0.0639659865,0.06445260494,0,0,NaN,NaN,NaN,NaN,8150.73,8581.64785
2010-09-03T07:00:00+07:00,0.061,0.063,0.06085,0.06085,0.06348660396,0.06418574532,0,0,NaN,NaN,NaN,NaN,892,8406.03785
2010-09-04T07:00:00+07:00,0.06125,0.06238,0.0612,0.06238,0.0633163572,0.06405198641,0,0,NaN,NaN,NaN,NaN,3301,8347.94455
2010-09-05T07:00:00+07:00,0.06245,0.064,0.0605,0.0616,0.06305230224,0.06387035778,0,0,NaN,NaN,NaN,NaN,8459.24,8234.33315
2010-09-06T07:00:00+07:00,0.0627,0.0627,0.0616,0.0616,0.06282887113,0.06370218313,0,0,NaN,NaN,NaN,NaN,910,7620.54615
2010-09-07T07:00:00+07:00,0.0616,0.06201,0.0603,0.061,0.06254750634,0.06350202142,0,0,NaN,NaN,NaN,NaN,3457.192,7645.707
2010-09-08T07:00:00+07:00,0.061,0.062,0.06099,0.062,0.0624632746,0.06339076057,0,0,NaN,NaN,NaN,NaN,2345.41,7725.92175
2010-09-09T07:00:00+07:00,0.0611,0.0624,0.06109,0.06111,0.0622550785,0.06322181535,0,0,NaN,NaN,NaN,NaN,1733.502,7602.6095
2010-09-10T07:00:00+07:00,0.061,0.0618,0.06014,0.0618,0.06218506643,0.06311649569,0,0,NaN,NaN,NaN,NaN,4939.788,7327.4059
2010-09-11T07:00:00+07:00,0.0619,0.065,0.0619,0.06366,0.06241197928,0.06315675527,0,0,NaN,NaN,NaN,NaN,7749.14,6782.4143
2010-09-12T07:00:00+07:00,0.0621,0.0621,0.0615,0.0615,0.06227167478,0.06303403266,0,0,NaN,NaN,NaN,NaN,793.88,6607.2338
2010-09-13T07:00:00+07:00,0.062,0.064,0.0607,0.06218,0.06225757097,0.06297077098,0,0,NaN,NaN,NaN,NaN,10076.336,6775.46275
2010-09-14T07:00:00+07:00,0.062,0.175,0.061,0.06199,0.0622164062,0.06289812128,0,0,NaN,NaN,NaN,NaN,14014.808,7264.75915
2010-09-15T07:00:00+07:00,0.0625,0.0625,0.0604,0.0604,0.06193695909,0.06271307526,0,0,NaN,NaN,NaN,NaN,3651.85,7253.85115
2010-09-16T07:00:00+07:00,0.0618,0.0619,0.0618,0.0619,0.06193127308,0.06265284746,0,0,NaN,NaN,NaN,NaN,730,6839.8525
2010-09-17T07:00:00+07:00,0.06089,0.0609,0.059,0.06,0.06163415414,0.06245634024,0,0,NaN,NaN,NaN,NaN,7262,6894.25225
2010-09-18T07:00:00+07:00,0.059,0.061,0.05761,0.061,0.06153659197,0.06234846319,0,0,NaN,NaN,NaN,NaN,7092.609,7090.2126
2010-09-19T07:00:00+07:00,0.06091,0.0627,0.06,0.0627,0.06171557782,0.06237450295,0,0,NaN,NaN,NaN,NaN,12852.17,6023.1642
2010-09-20T07:00:00+07:00,0.0621,0.0634,0.062,0.0621,0.06177471969,0.0623541694,0,0,NaN,NaN,NaN,NaN,14307.94,5994.21585
2010-09-21T07:00:00+07:00,0.0631,0.0633,0.0623,0.06265,0.0619093782,0.06237608278,0,0,NaN,NaN,NaN,NaN,5735.946,5922.77705
2010-09-22T07:00:00+07:00,0.06231,0.0624,0.06147,0.0622,0.06195408925,0.06236303961,0,0,NaN,NaN,NaN,NaN,11560.4,6093.26055
2010-09-23T07:00:00+07:00,0.0621,0.063,0.0615,0.06231,0.06200884475,0.06235911075,0,0,NaN,NaN,NaN,2,15505.33,6823.92705
2010-09-24T07:00:00+07:00,0.06209,0.0624,0.06209,0.0622,0.06203825325,0.06234732477,0,0,NaN,NaN,NaN,NaN,684.375,6693.0958
2010-09-25T07:00:00+07:00,0.06221,0.0624,0.0617,0.06202,0.06203544506,0.06232307849,0,0,NaN,NaN,NaN,NaN,2152.5,6377.7588
2010-09-26T07:00:00+07:00,0.06204,0.06228,0.06186,0.062,0.06202999197,0.06229914675,0,0,NaN,NaN,NaN,NaN,12058.125,6935.16505
2010-09-27T07:00:00+07:00,0.06205,0.06228,0.0619,0.0622,0.06205614705,0.06229180254,0,0,NaN,NaN,NaN,NaN,10752.245,7299.9177
2010-09-28T07:00:00+07:00,0.06196,0.06271,0.0617,0.0619,0.06203212443,0.06226278013,0,0,NaN,NaN,NaN,2,7086.153,7536.95485
2010-09-29T07:00:00+07:00,0.062,0.062,0.0615,0.06183,0.06200102836,0.06223072235,0,0,NaN,NaN,NaN,NaN,23475.642,8624.06185
2010-09-30T07:00:00+07:00,0.06174,0.0619,0.06155,0.0619,0.06198548554,0.06220622439,0,0,NaN,NaN,NaN,NaN,7917.025,8772.9237
2010-10-01T07:00:00+07:00,0.06189,0.062,0.06189,0.06197,0.06198310315,0.06218872629,0,0,NaN,NaN,NaN,NaN,1717.45,8471.3392
2010-10-02T07:00:00+07:00,0.06188,0.06191,0.06125,0.0614,0.06189339497,0.06213030212,0,0,NaN,NaN,NaN,NaN,13059.737,9084.63205
